XET_ID;XET_ELE_ID;XET_TRA_ID;XET_FECHA_DESDE;XET_FECHA_HASTA;XET_OPE_ID_DESDE;XET_OPE_ID_HASTA
1462;1582;568;2011-01-01 01:01:00.000;NULL;NULL;NULL
1463;1583;569;2011-01-01 00:00:00.000;NULL;NULL;NULL
1464;1584;590;2011-01-01 01:01:00.000;2013-07-01 10:00:00.000;NULL;NULL
1465;1586;630;2011-01-01 01:01:00.000;NULL;NULL;NULL
1466;1587;631;2011-01-01 00:00:00.000;NULL;NULL;NULL
1467;1588;651;2011-01-01 00:00:00.000;NULL;NULL;NULL
1468;1589;2557;2012-12-14 07:56:00.000;2013-02-25 10:25:00.000;NULL;NULL
1469;1590;652;2011-01-01 00:00:00.000;2014-09-08 00:00:00.000;NULL;NULL
1470;1591;653;2011-01-01 00:00:00.000;NULL;NULL;NULL
1471;1592;656;2011-01-01 00:00:00.000;2014-03-24 00:00:00.000;NULL;NULL
1472;1593;564;2011-01-01 01:01:00.000;NULL;NULL;NULL
1473;1594;655;2011-01-01 00:00:00.000;2014-04-28 00:00:00.000;NULL;NULL
1474;1595;650;2011-01-01 01:01:00.000;NULL;NULL;NULL
1475;1596;643;2011-01-01 01:01:00.000;2011-01-01 01:01:01.000;NULL;NULL
1476;1597;649;2011-01-01 01:01:00.000;NULL;NULL;NULL
1477;1598;644;2011-01-01 01:01:00.000;NULL;NULL;NULL
1478;1599;645;2011-01-01 01:01:00.000;NULL;NULL;NULL
1479;1600;646;2011-01-01 01:01:00.000;2014-04-28 00:00:00.000;NULL;NULL
1480;1601;647;2011-01-01 01:01:00.000;NULL;NULL;NULL
1481;1602;648;2011-01-01 00:00:00.000;NULL;NULL;NULL
1482;1604;638;2011-01-01 00:00:00.000;NULL;NULL;NULL
1483;1605;639;2011-01-01 00:00:00.000;NULL;NULL;NULL
1484;1606;636;2011-01-01 00:00:00.000;NULL;NULL;NULL
1485;1607;633;2011-01-01 00:00:00.000;NULL;NULL;NULL
1486;1608;634;2011-01-01 00:00:00.000;NULL;NULL;NULL
1487;1609;629;2011-01-01 00:00:00.000;NULL;NULL;NULL
1488;1610;853;2011-01-01 01:01:00.000;NULL;NULL;NULL
1489;1611;565;2011-01-01 00:00:00.000;2013-12-23 00:00:00.000;NULL;NULL
1490;1612;635;2011-01-01 00:00:00.000;NULL;NULL;NULL
1491;1613;642;2011-01-01 00:00:00.000;NULL;NULL;NULL
1492;1614;640;2011-01-01 01:01:00.000;NULL;NULL;NULL
1493;1615;641;2011-01-01 00:00:00.000;NULL;NULL;NULL
1494;1616;637;2011-01-01 00:00:00.000;2015-01-07 00:00:00.000;NULL;NULL
1495;1617;627;2011-01-01 00:00:00.000;NULL;NULL;NULL
1496;1618;628;2011-01-01 01:01:00.000;NULL;NULL;NULL
1497;1619;1712;2011-01-01 01:01:00.000;2014-12-20 00:00:00.000;NULL;NULL
1498;1622;593;2011-01-01 01:01:00.000;NULL;NULL;NULL
1499;1623;592;2011-01-01 01:01:00.000;NULL;NULL;NULL
1500;1624;619;2011-01-01 01:01:00.000;NULL;NULL;NULL
1501;1625;857;2011-01-01 01:01:00.000;NULL;NULL;NULL
1502;1626;591;2013-01-01 01:00:00.000;NULL;NULL;NULL
1503;1627;2149;2013-01-01 01:00:00.000;NULL;NULL;NULL
1504;1628;597;2011-01-01 01:01:00.000;NULL;NULL;NULL
1505;1629;599;2011-01-01 00:00:00.000;NULL;NULL;NULL
1506;1630;626;2011-01-01 01:01:00.000;NULL;NULL;NULL
1507;1631;600;2011-01-01 01:01:00.000;NULL;NULL;NULL
1508;1632;595;2011-01-01 01:01:00.000;NULL;NULL;NULL
1509;1633;596;2011-01-01 01:01:00.000;NULL;NULL;NULL
1510;1635;610;2011-01-01 01:01:00.000;2015-01-01 00:00:00.000;NULL;NULL
1511;1636;594;2011-01-01 00:00:00.000;NULL;NULL;NULL
1512;1638;589;2011-01-01 00:00:00.000;NULL;NULL;NULL
1513;1639;632;2011-01-01 00:00:00.000;2011-01-01 00:00:00.000;NULL;NULL
1514;1640;583;2011-01-01 01:01:00.000;2013-10-09 00:00:00.000;NULL;NULL
1515;1642;585;2011-01-01 01:01:00.000;2013-06-17 08:30:00.000;NULL;NULL
1516;1643;588;2011-01-01 00:00:00.000;NULL;NULL;NULL
1517;1644;2023;2011-01-01 01:01:00.000;NULL;NULL;NULL
1518;1645;2024;2011-01-01 01:01:00.000;NULL;NULL;NULL
1519;1646;2031;2011-01-01 01:01:00.000;NULL;NULL;NULL
1520;1647;2025;2011-01-01 01:01:00.000;NULL;NULL;NULL
1521;1648;2027;2011-01-01 01:01:00.000;NULL;NULL;NULL
1522;1649;2028;2011-01-01 01:01:00.000;NULL;NULL;NULL
1523;1650;2029;2011-01-01 01:01:00.000;NULL;NULL;NULL
1524;1652;2030;2011-01-01 01:01:00.000;NULL;NULL;NULL
1525;1653;2026;2011-01-01 01:01:00.000;NULL;NULL;NULL
1526;1654;2032;2011-01-01 01:01:00.000;NULL;NULL;NULL
1527;1655;2034;2011-01-01 00:00:00.000;NULL;NULL;NULL
1528;1656;2033;2011-01-01 01:01:00.000;2014-12-04 00:00:00.000;NULL;NULL
1529;1657;1993;2011-01-01 01:01:00.000;2014-06-24 00:00:00.000;NULL;NULL
1530;1658;1994;2011-01-01 01:01:00.000;NULL;NULL;NULL
1531;1659;2069;2011-01-01 01:01:00.000;NULL;NULL;NULL
1532;1660;2070;2011-01-01 01:01:00.000;NULL;NULL;NULL
1533;1661;2099;2011-01-01 01:01:00.000;NULL;NULL;NULL
1534;1662;2092;2011-01-01 01:01:00.000;NULL;NULL;NULL
1535;1663;2095;2011-01-01 01:01:00.000;NULL;NULL;NULL
1536;1664;2096;2011-01-01 01:01:00.000;NULL;NULL;NULL
1537;1665;2097;2011-01-01 01:01:00.000;NULL;NULL;NULL
1538;1667;2090;2011-01-01 01:01:00.000;NULL;NULL;NULL
1539;1668;2083;2011-01-01 01:01:00.000;NULL;NULL;NULL
1540;1669;2120;2011-01-01 01:01:00.000;NULL;NULL;NULL
1541;1670;2121;2011-01-01 01:01:00.000;NULL;NULL;NULL
1542;1671;2088;2011-01-01 01:01:00.000;NULL;NULL;NULL
1543;1672;2098;2011-01-01 01:01:00.000;NULL;NULL;NULL
1544;1673;2087;2011-01-01 01:01:00.000;NULL;NULL;NULL
1545;1674;2089;2011-01-01 01:01:00.000;NULL;NULL;NULL
1546;1675;2158;2011-01-01 01:01:00.000;NULL;NULL;NULL
1547;1676;2091;2011-01-01 01:01:00.000;NULL;NULL;NULL
1548;1677;2086;2011-01-01 01:01:00.000;2014-03-24 00:00:00.000;NULL;NULL
1549;1678;2084;2011-01-01 01:01:00.000;2015-02-23 00:00:00.000;NULL;NULL
1550;1679;2085;2011-01-01 01:01:00.000;NULL;NULL;NULL
1551;1680;1833;2011-01-01 01:01:00.000;NULL;NULL;NULL
1552;1681;1738;2011-01-01 01:01:00.000;NULL;NULL;NULL
1553;1682;2074;2011-01-01 01:01:00.000;NULL;NULL;NULL
1554;1683;2075;2011-01-01 00:00:00.000;NULL;NULL;NULL
1555;1684;2076;2011-01-01 00:00:00.000;NULL;NULL;NULL
1556;1685;2073;2011-01-01 00:00:00.000;2013-10-06 00:00:00.000;NULL;NULL
1557;1686;2059;2011-01-01 00:00:00.000;NULL;NULL;NULL
1558;1687;2077;2011-01-01 00:00:00.000;NULL;NULL;NULL
1559;1688;2078;2011-01-01 00:00:00.000;NULL;NULL;NULL
1560;1689;2060;2011-01-01 00:00:00.000;2013-04-13 00:00:00.000;NULL;NULL
1561;1692;2079;2011-01-01 01:01:00.000;NULL;NULL;NULL
1562;1694;2072;2011-01-01 01:01:00.000;NULL;NULL;NULL
1563;1695;2062;2011-01-01 00:00:00.000;NULL;NULL;NULL
1564;1708;2057;2011-01-01 00:00:00.000;NULL;NULL;NULL
1565;1709;2058;2011-01-01 00:00:00.000;NULL;NULL;NULL
1566;1713;2002;2011-01-01 00:00:00.000;2013-07-01 10:00:00.000;NULL;NULL
1567;1714;2003;2011-01-01 01:01:00.000;2013-11-09 00:00:00.000;NULL;NULL
1568;1715;2056;2011-01-01 01:01:00.000;NULL;NULL;NULL
1569;1716;1998;2011-01-01 01:01:00.000;NULL;NULL;NULL
1570;1717;1999;2011-01-01 01:01:00.000;NULL;NULL;NULL
1571;1718;2000;2011-01-01 01:01:00.000;NULL;NULL;NULL
1572;1719;2001;2011-01-01 00:00:00.000;NULL;NULL;NULL
1573;1720;1835;2011-01-01 01:01:00.000;2013-07-01 10:00:00.000;NULL;NULL
1574;1721;1995;2011-01-01 01:01:00.000;2014-11-05 00:00:00.000;NULL;NULL
1575;1722;2004;2011-01-01 00:00:00.000;NULL;NULL;NULL
1576;1723;2105;2011-01-01 00:00:00.000;NULL;NULL;NULL
1577;1724;2065;2011-01-01 00:00:00.000;NULL;NULL;NULL
1578;1725;2484;2012-12-14 07:56:00.000;2013-02-25 10:26:00.000;NULL;NULL
1579;1726;2066;2011-01-01 01:01:00.000;2014-09-08 00:00:00.000;NULL;NULL
1580;1727;2067;2011-01-01 00:00:00.000;NULL;NULL;NULL
1581;1728;2068;2011-01-01 01:01:00.000;NULL;NULL;NULL
1582;1729;2071;2011-01-01 01:01:00.000;NULL;NULL;NULL
1583;1730;2055;2011-01-01 00:00:00.000;2014-04-26 00:00:00.000;NULL;NULL
1584;1731;1984;2011-01-01 01:01:00.000;NULL;NULL;NULL
1585;1732;1982;2011-01-01 01:01:00.000;NULL;NULL;NULL
1586;1733;1983;2011-01-01 00:00:00.000;NULL;NULL;NULL
1587;1734;1985;2011-01-01 01:01:00.000;NULL;NULL;NULL
1588;1735;1986;2011-01-01 01:01:00.000;NULL;NULL;NULL
1589;1736;2160;2011-01-01 01:01:00.000;NULL;NULL;NULL
1590;1737;1970;2011-01-01 00:00:00.000;NULL;NULL;NULL
1591;1738;1971;2011-01-01 00:00:00.000;NULL;NULL;NULL
1592;1739;1845;2012-12-17 08:47:00.000;2013-11-27 00:00:00.000;NULL;NULL
1593;1740;1979;2011-01-01 00:00:00.000;NULL;NULL;NULL
1594;1743;1980;2011-01-01 00:00:00.000;NULL;NULL;NULL
1595;1744;1981;2011-01-01 00:00:00.000;NULL;NULL;NULL
1596;1746;2101;2011-01-01 00:00:00.000;NULL;NULL;NULL
1597;1747;2102;2011-01-01 01:01:00.000;NULL;NULL;NULL
1598;1748;1997;2011-01-01 00:00:00.000;2013-12-23 00:00:00.000;NULL;NULL
1599;1750;1978;2011-01-01 00:00:00.000;NULL;NULL;NULL
1600;1751;1969;2011-01-01 01:01:00.000;NULL;NULL;NULL
1601;1752;1977;2011-01-01 00:00:00.000;NULL;NULL;NULL
1602;1754;1996;2011-01-01 01:01:00.000;NULL;NULL;NULL
1603;1755;2103;2011-01-01 01:01:00.000;NULL;NULL;NULL
1604;1756;2123;2011-01-01 01:01:00.000;NULL;NULL;NULL
1605;1758;1828;2011-01-01 01:01:00.000;NULL;NULL;NULL
1606;1759;2100;2011-01-01 01:01:00.000;NULL;NULL;NULL
1607;1761;1836;2011-01-01 00:00:00.000;NULL;NULL;NULL
1608;1762;2109;2011-01-01 01:01:00.000;NULL;NULL;NULL
1609;1763;2106;2011-01-01 00:00:00.000;NULL;NULL;NULL
1610;1764;2108;2011-01-01 00:00:00.000;NULL;NULL;NULL
1611;1765;2107;2011-01-01 00:00:00.000;2014-03-01 00:00:00.000;NULL;NULL
1612;1766;2094;2011-01-01 01:01:00.000;NULL;NULL;NULL
1613;1767;2112;2011-01-01 01:01:00.000;NULL;NULL;NULL
1614;1768;2093;2011-01-01 01:01:00.000;NULL;NULL;NULL
1615;1769;2110;2011-01-01 00:00:00.000;NULL;NULL;NULL
1616;1771;2082;2011-01-01 00:00:00.000;NULL;NULL;NULL
1617;1773;1834;2011-01-01 00:00:00.000;NULL;NULL;NULL
1618;1775;2080;2011-01-01 00:00:00.000;NULL;NULL;NULL
1619;1777;1832;2011-01-01 01:01:00.000;2013-06-17 08:30:00.000;NULL;NULL
1620;1778;2061;2011-01-01 00:00:00.000;NULL;NULL;NULL
1621;1779;1612;2011-01-01 01:01:00.000;NULL;NULL;NULL
1622;1780;1958;2013-02-16 08:06:00.000;NULL;NULL;NULL
1623;1781;1711;2013-02-14 07:26:00.000;NULL;NULL;NULL
1624;1782;1533;2012-12-15 07:31:00.000;2014-03-24 00:00:00.000;NULL;NULL
1625;1783;1555;2012-12-15 07:34:00.000;2014-03-24 00:00:00.000;NULL;NULL
1626;1784;1554;2012-12-15 07:36:00.000;NULL;NULL;NULL
1627;1785;1553;2012-12-17 08:52:00.000;2014-06-07 00:00:00.000;NULL;NULL
1628;1786;1734;2011-01-01 01:01:00.000;NULL;NULL;NULL
1629;1787;1733;2011-01-01 01:01:00.000;NULL;NULL;NULL
1630;1788;1532;2012-12-15 07:44:00.000;2014-04-14 00:00:00.000;NULL;NULL
1631;1789;1602;2011-01-01 01:01:00.000;NULL;NULL;NULL
1632;1790;1519;2011-01-01 00:00:00.000;2013-06-25 00:00:00.000;NULL;NULL
1633;1791;1762;2011-01-01 01:01:00.000;NULL;NULL;NULL
1634;1792;1566;2011-01-01 01:01:00.000;NULL;NULL;NULL
1635;1793;1807;2011-01-01 01:01:00.000;NULL;NULL;NULL
1636;1794;1565;2011-01-01 01:01:00.000;NULL;NULL;NULL
1637;1795;1567;2011-01-01 01:01:00.000;NULL;NULL;NULL
1638;1796;1920;2011-01-01 01:01:00.000;2013-02-14 07:46:00.000;NULL;NULL
1639;1796;1923;2013-02-16 06:54:00.000;NULL;NULL;NULL
1640;1797;1568;2011-01-01 01:01:00.000;NULL;NULL;NULL
1641;1798;1526;2011-01-01 01:01:00.000;NULL;NULL;NULL
1642;1799;1569;2011-01-01 01:01:00.000;NULL;NULL;NULL
1643;1800;1572;2011-01-01 01:01:00.000;NULL;NULL;NULL
1644;1801;1582;2011-01-01 01:01:00.000;NULL;NULL;NULL
1645;1802;1577;2011-01-01 01:01:00.000;NULL;NULL;NULL
1646;1803;1578;2011-01-01 01:01:00.000;2015-04-01 00:00:00.000;NULL;NULL
1647;1804;1549;2011-01-01 01:01:00.000;2014-11-13 00:00:00.000;NULL;NULL
1648;1805;1579;2011-01-01 01:01:00.000;NULL;NULL;NULL
1649;1807;1581;2011-01-01 01:01:00.000;NULL;NULL;NULL
1650;1808;1548;2011-01-01 01:01:00.000;2015-04-01 00:00:00.000;NULL;NULL
1651;1809;1564;2011-01-01 01:01:00.000;NULL;NULL;NULL
1652;1810;1663;2012-12-15 07:19:00.000;2013-06-25 00:00:00.000;NULL;NULL
1653;1811;1551;2012-12-15 07:22:00.000;2012-12-15 07:22:00.000;NULL;NULL
1654;1812;1732;2011-01-01 01:01:00.000;NULL;NULL;NULL
1655;1813;1558;2011-01-01 01:01:00.000;NULL;NULL;NULL
1656;1814;1559;2011-01-01 01:01:00.000;NULL;NULL;NULL
1657;1815;1556;2013-01-01 01:00:00.000;NULL;NULL;NULL
1658;1816;1557;2011-01-01 01:01:00.000;NULL;NULL;NULL
1659;1817;1561;2011-01-01 01:01:00.000;2013-06-25 00:00:00.000;NULL;NULL
1660;1818;1562;2011-01-01 01:01:00.000;NULL;NULL;NULL
1661;1819;1560;2011-01-01 01:01:00.000;NULL;NULL;NULL
1662;1820;1563;2011-01-01 01:01:00.000;NULL;NULL;NULL
1663;1821;1584;2011-01-01 01:01:00.000;2014-04-03 12:00:00.000;NULL;NULL
1664;1822;1585;2011-01-01 01:01:00.000;2014-04-10 00:00:00.000;NULL;NULL
1665;1823;1586;2011-01-01 01:01:00.000;2014-04-10 00:00:00.000;NULL;NULL
1666;1824;1587;2011-01-01 01:01:00.000;NULL;NULL;NULL
1667;1825;1589;2011-01-01 01:01:00.000;NULL;NULL;NULL
1668;1826;1588;2011-01-01 01:01:00.000;2014-08-04 00:00:00.000;NULL;NULL
1669;1827;1737;2011-01-01 01:01:00.000;NULL;NULL;NULL
1670;1828;1620;2011-01-01 01:01:00.000;NULL;NULL;NULL
1671;1829;1736;2011-01-01 01:01:00.000;NULL;NULL;NULL
1672;1830;1727;2011-01-01 01:01:00.000;2014-06-07 00:00:00.000;NULL;NULL
1673;1831;1921;2011-01-01 01:01:00.000;NULL;NULL;NULL
1674;1832;1547;2011-01-01 01:01:00.000;2014-04-03 12:00:00.000;NULL;NULL
1675;1833;1592;2011-01-01 01:01:00.000;NULL;NULL;NULL
1676;1834;1591;2011-01-01 01:01:00.000;NULL;NULL;NULL
1677;1835;1614;2013-02-15 08:12:00.000;NULL;NULL;NULL
1678;1836;1615;2013-02-18 08:20:00.000;2013-12-19 23:59:59.000;NULL;NULL
1679;1837;1616;2013-02-15 08:07:00.000;2014-06-07 00:00:00.000;NULL;NULL
1680;1838;1619;2013-02-15 08:17:00.000;2014-06-09 00:00:00.000;NULL;NULL
1681;1839;1595;2011-01-01 01:01:00.000;2014-06-07 00:00:00.000;NULL;NULL
1682;1840;1594;2011-01-01 01:01:00.000;NULL;NULL;NULL
1683;1841;1590;2013-02-15 08:28:00.000;NULL;NULL;NULL
1684;1842;1583;2013-02-18 08:24:00.000;2014-03-31 00:00:00.000;NULL;NULL
1685;1844;1661;2013-02-18 07:55:00.000;NULL;NULL;NULL
1686;1845;1662;2011-01-01 00:00:00.000;NULL;NULL;NULL
1687;1852;1613;2011-01-01 01:01:00.000;2014-03-26 00:00:00.000;NULL;NULL
1688;1854;1610;2011-01-01 01:01:00.000;NULL;NULL;NULL
1689;1855;1729;2011-01-01 01:01:00.000;NULL;NULL;NULL
1690;1859;1523;2011-01-01 01:01:00.000;2015-04-01 00:00:00.000;NULL;NULL
1691;1860;1576;2011-01-01 01:01:00.000;NULL;NULL;NULL
1692;1861;1765;2011-01-01 01:01:00.000;NULL;NULL;NULL
1693;1862;1694;2011-01-01 01:01:00.000;NULL;NULL;NULL
1694;1863;1574;2011-01-01 01:01:00.000;NULL;NULL;NULL
1695;1864;1570;2011-01-01 01:01:00.000;NULL;NULL;NULL
1696;1865;1571;2011-01-01 01:01:00.000;NULL;NULL;NULL
1697;1866;1922;2011-01-01 01:01:00.000;NULL;NULL;NULL
1698;1867;1550;2011-01-01 01:01:00.000;2013-06-26 00:00:00.000;NULL;NULL
1699;1868;1599;2011-01-01 01:01:00.000;NULL;NULL;NULL
1700;1869;1679;2011-01-01 01:01:00.000;NULL;NULL;NULL
1701;1870;1596;2011-01-01 01:01:00.000;2014-03-29 00:00:00.000;NULL;NULL
1702;1871;1801;2011-01-01 01:01:00.000;NULL;NULL;NULL
1703;1872;1593;2011-01-01 01:01:00.000;NULL;NULL;NULL
1704;1873;1605;2011-01-01 01:01:00.000;NULL;NULL;NULL
1705;1874;1609;2011-01-01 01:01:00.000;NULL;NULL;NULL
1706;1875;1607;2011-01-01 01:01:00.000;NULL;NULL;NULL
1707;1876;1608;2011-01-01 01:01:00.000;NULL;NULL;NULL
1708;1877;1682;2011-01-01 01:01:00.000;NULL;NULL;NULL
1709;1878;1789;2011-01-01 01:01:00.000;NULL;NULL;NULL
1710;1879;1529;2013-02-25 08:49:00.000;NULL;NULL;NULL
1711;1880;1575;2013-02-25 09:10:00.000;NULL;NULL;NULL
1712;1881;1531;2013-02-16 11:17:00.000;NULL;NULL;NULL
1713;1882;1528;2013-02-16 09:59:00.000;NULL;NULL;NULL
1714;1883;1525;2011-01-01 01:01:00.000;NULL;NULL;NULL
1715;1884;1527;2011-01-01 00:00:00.000;NULL;NULL;NULL
1716;1885;1524;2013-02-16 10:25:00.000;NULL;NULL;NULL
1717;1886;1597;2011-01-01 01:01:00.000;NULL;NULL;NULL
1718;1887;1598;2011-01-01 01:01:00.000;NULL;NULL;NULL
1719;1888;1731;2011-01-01 01:01:00.000;NULL;NULL;NULL
1720;1889;1621;2011-01-01 01:01:00.000;NULL;NULL;NULL
1721;1890;1603;2011-01-01 01:01:00.000;NULL;NULL;NULL
1722;1891;1601;2011-01-01 01:01:00.000;NULL;NULL;NULL
1723;1892;1929;2011-01-01 01:01:00.000;NULL;NULL;NULL
1724;1893;1604;2011-01-01 01:01:00.000;NULL;NULL;NULL
1725;1894;1790;2011-01-01 01:01:00.000;NULL;NULL;NULL
1726;1895;1600;2011-01-01 01:01:00.000;NULL;NULL;NULL
1727;1896;1606;2011-01-01 00:00:00.000;NULL;NULL;NULL
1728;1897;1622;2011-01-01 01:01:00.000;NULL;NULL;NULL
1729;1898;1530;2011-01-01 00:00:00.000;NULL;NULL;NULL
1730;1899;1624;2011-01-01 01:01:00.000;NULL;NULL;NULL
1731;1900;1657;2013-02-16 08:07:00.000;2013-03-04 08:15:00.000;NULL;NULL
1732;1901;1617;2013-02-14 07:27:00.000;NULL;NULL;NULL
1733;1902;1626;2011-01-01 01:01:00.000;NULL;NULL;NULL
1734;1903;1625;2011-01-01 01:01:00.000;NULL;NULL;NULL
1735;1904;1628;2011-01-01 01:01:00.000;NULL;NULL;NULL
1736;1905;1627;2011-01-01 01:01:00.000;NULL;NULL;NULL
1737;1906;1667;2011-01-01 01:01:00.000;NULL;NULL;NULL
1738;1907;1816;2011-01-01 01:01:00.000;NULL;NULL;NULL
1739;1908;1666;2011-01-01 01:01:00.000;NULL;NULL;NULL
1740;1909;1649;2011-01-01 01:01:00.000;NULL;NULL;NULL
1741;1910;1920;2013-02-14 07:46:00.000;NULL;NULL;NULL
1742;1911;1665;2011-01-01 01:01:00.000;NULL;NULL;NULL
1743;1912;1644;2011-01-01 01:01:00.000;NULL;NULL;NULL
1744;1913;1643;2011-01-01 01:01:00.000;NULL;NULL;NULL
1745;1914;1645;2011-01-01 01:01:00.000;NULL;NULL;NULL
1746;1915;1638;2011-01-01 01:01:00.000;NULL;NULL;NULL
1747;1916;1646;2011-01-01 01:01:00.000;NULL;NULL;NULL
1748;1917;1647;2011-01-01 01:01:00.000;NULL;NULL;NULL
1749;1918;1651;2011-01-01 01:01:00.000;2014-11-13 00:00:00.000;NULL;NULL
1750;1919;1648;2011-01-01 01:01:00.000;NULL;NULL;NULL
1751;1921;1664;2011-01-01 01:01:00.000;NULL;NULL;NULL
1752;1922;1650;2011-01-01 01:01:00.000;2015-04-01 00:00:00.000;NULL;NULL
1753;1923;1675;2011-01-01 01:01:00.000;NULL;NULL;NULL
1754;1924;1676;2011-01-01 01:01:00.000;NULL;NULL;NULL
1755;1925;1671;2011-01-01 01:01:00.000;NULL;NULL;NULL
1756;1926;1672;2011-01-01 01:01:00.000;NULL;NULL;NULL
1757;1927;1629;2013-01-01 01:00:00.000;NULL;NULL;NULL
1758;1928;1668;2011-01-01 01:01:00.000;NULL;NULL;NULL
1759;1929;1936;2011-01-01 01:01:00.000;2013-06-25 00:00:00.000;NULL;NULL
1760;1930;1669;2011-01-01 01:01:00.000;NULL;NULL;NULL
1761;1931;1670;2011-01-01 01:01:00.000;NULL;NULL;NULL
1762;1932;1673;2011-01-01 01:01:00.000;NULL;NULL;NULL
1763;1933;1787;2011-01-01 01:01:00.000;2014-05-13 00:00:00.000;NULL;NULL
1764;1934;1658;2011-01-01 01:01:00.000;NULL;NULL;NULL
1765;1935;1684;2011-01-01 01:01:00.000;2014-04-12 00:00:00.000;NULL;NULL
1766;1936;1751;2011-01-01 01:01:00.000;NULL;NULL;NULL
1767;1937;1680;2011-01-01 01:01:00.000;NULL;NULL;NULL
1768;1938;1678;2011-01-01 01:01:00.000;2014-07-16 00:00:00.000;NULL;NULL
1769;1939;1741;2011-01-01 01:01:00.000;NULL;NULL;NULL
1770;1940;1714;2011-01-01 01:01:00.000;NULL;NULL;NULL
1771;1941;1713;2011-01-01 01:01:00.000;NULL;NULL;NULL
1772;1942;1808;2011-01-01 01:01:00.000;2014-01-08 00:00:00.000;NULL;NULL
1773;1943;1924;2011-01-01 01:01:00.000;NULL;NULL;NULL
1774;1944;1695;2011-01-01 01:01:00.000;2014-03-06 00:00:00.000;NULL;NULL
1775;1945;1697;2011-01-01 01:01:00.000;NULL;NULL;NULL
1776;1946;1701;2011-01-01 01:01:00.000;NULL;NULL;NULL
1777;1947;1688;2013-02-15 08:12:00.000;NULL;NULL;NULL
1778;1948;1935;2013-02-18 08:20:00.000;NULL;NULL;NULL
1779;1949;1690;2013-02-15 08:08:00.000;2014-06-03 00:00:00.000;NULL;NULL
1780;1950;1686;2013-02-15 08:18:00.000;2014-05-19 00:00:00.000;NULL;NULL
1781;1951;1745;2011-01-01 01:01:00.000;2014-01-04 00:00:00.000;NULL;NULL
1782;1952;1708;2011-01-01 01:01:00.000;NULL;NULL;NULL
1783;1953;1700;2013-02-15 08:29:00.000;NULL;NULL;NULL
1784;1954;1794;2013-02-18 08:24:00.000;2014-03-31 00:00:00.000;NULL;NULL
1785;1956;1630;2013-02-18 07:55:00.000;NULL;NULL;NULL
1786;1957;1631;2011-01-01 00:00:00.000;NULL;NULL;NULL
1787;1964;1633;2011-01-01 01:01:00.000;2014-03-26 00:00:00.000;NULL;NULL
1788;1966;1795;2013-02-23 10:31:00.000;NULL;NULL;NULL
1789;1967;1634;2011-01-01 01:01:00.000;NULL;NULL;NULL
1790;1971;1632;2011-01-01 01:01:00.000;2015-04-03 00:00:00.000;NULL;NULL
1791;1972;1641;2011-01-01 01:01:00.000;NULL;NULL;NULL
1792;1973;1780;2011-01-01 01:01:00.000;NULL;NULL;NULL
1793;1974;1636;2011-01-01 01:01:00.000;NULL;NULL;NULL
1794;1975;1640;2011-01-01 01:01:00.000;NULL;NULL;NULL
1795;1976;1642;2011-01-01 01:01:00.000;NULL;NULL;NULL
1796;1977;1639;2011-01-01 01:01:00.000;NULL;NULL;NULL
1797;1978;1637;2011-01-01 01:01:00.000;NULL;NULL;NULL
1798;1979;1635;2011-01-01 01:01:00.000;2013-06-26 00:00:00.000;NULL;NULL
1799;1980;1748;2011-01-01 01:01:00.000;NULL;NULL;NULL
1800;1981;1726;2011-01-01 01:01:00.000;NULL;NULL;NULL
1801;1982;1747;2011-01-01 01:01:00.000;2014-03-29 00:00:00.000;NULL;NULL
1802;1983;1806;2011-01-01 01:01:00.000;NULL;NULL;NULL
1803;1984;1706;2011-01-01 01:01:00.000;NULL;NULL;NULL
1804;1985;1725;2011-01-01 01:01:00.000;NULL;NULL;NULL
1805;1986;1746;2011-01-01 01:01:00.000;NULL;NULL;NULL
1806;1987;1757;2011-01-01 01:01:00.000;NULL;NULL;NULL
1807;1988;1788;2011-01-01 01:01:00.000;NULL;NULL;NULL
1808;1989;1760;2011-01-01 01:01:00.000;NULL;NULL;NULL
1809;1990;1791;2011-01-01 01:01:00.000;NULL;NULL;NULL
1810;1991;1761;2013-02-25 08:50:00.000;NULL;NULL;NULL
1811;1992;1810;2013-02-25 09:10:00.000;NULL;NULL;NULL
1812;1993;1740;2013-02-16 11:17:00.000;NULL;NULL;NULL
1813;1994;1758;2013-02-16 10:00:00.000;NULL;NULL;NULL
1814;1995;2618;2011-01-01 01:01:00.000;2014-01-24 00:00:00.000;NULL;NULL
1815;1996;1739;2011-01-01 00:00:00.000;NULL;NULL;NULL
1816;1997;1759;2013-02-16 10:25:00.000;NULL;NULL;NULL
1817;1998;1704;2011-01-01 01:01:00.000;NULL;NULL;NULL
1818;1999;1702;2011-01-01 01:01:00.000;NULL;NULL;NULL
1819;2000;1802;2011-01-01 01:01:00.000;NULL;NULL;NULL
1820;2001;1754;2011-01-01 01:01:00.000;NULL;NULL;NULL
1821;2002;1721;2011-01-01 01:01:00.000;2014-05-03 10:00:00.000;NULL;NULL
1822;2003;1750;2011-01-01 01:01:00.000;NULL;NULL;NULL
1823;2004;1753;2011-01-01 01:01:00.000;NULL;NULL;NULL
1824;2005;1752;2011-01-01 01:01:00.000;NULL;NULL;NULL
1825;2006;1792;2011-01-01 01:01:00.000;NULL;NULL;NULL
